FID,line,route,grade,shape
GISDATA.MBTA_ARC.78,SILVER,SL3,1,"LINESTRING (237840.20560067892 905243.3564006798, 237838.54399891198 905243.7267997265, 237813.196901083 905250.0345015414, 237810.4345991984 905250.426100459, 237808.22269883007 905250.1403013282, 237806.46590033174 905249.3148004115, 237804.28929878026 905247.6450997777, 237803.13209997118 905246.2456991039, 237801.86210023612 905244.1818984784, 237801.1212990284 905241.536099229, 237801.0259993896 905238.8161004223, 237801.650400877 905236.403100621, 237802.655901134 905234.3922996819, 237804.34919980913 905232.5402015373, 237806.31770079583 905231.4078014083, 237809.9584003687 905229.9472990669, 237814.04349896312 905229.2911008857, 237818.00170080364 905229.1535012871, 237824.6691986099 905229.7355997004, 237857.9010001123 905232.8048007973, 237866.10310002416 905233.4397991039, 237873.4584991485 905232.646001324, 237971.36010049284 905206.9729000665, 238012.03159852326 905196.1122990698, 238040.76549951732 905187.3016991355, 238051.7985997647 905184.1267013699, 238070.689899154 905178.9673011526, 238095.37560018897 905174.1254000887, 238149.05459974706 905160.4061996303, 238185.2812000811 905150.3921996318, 238231.05419941247 905140.6555007286, 238259.52340134978 905133.670500651, 238269.47169982642 905130.9187987074, 238280.96170134097 905126.9183000252, 238300.057599172 905119.5947007127, 238315.4034986347 905114.4087990932, 238330.43189893663 905110.4930001162, 238373.82359848917 905101.3912995197, 238410.65369981527 905091.6810989007)"
GISDATA.MBTA_ARC.79,SILVER,SL3,1,"LINESTRING (238411.71200018376 905095.054498557, 238375.46400038898 905104.3148988336, 238352.7626986876 905109.3288001753, 238317.4672992602 905118.0600986071, 238300.40870065242 905123.4786998816, 238276.03340096027 905132.61220029, 238259.62920113653 905137.2689002715, 238242.1667009443 905141.92550046, 238219.4124993533 905147.2171987444, 238187.53009887785 905154.1228006445, 238145.3024994731 905164.8385015279, 238105.40329996496 905175.6335007921, 238094.29080154002 905177.9619006813, 238067.1180009395 905183.6503996253, 238013.53979902714 905199.6842004023, 237898.17059867084 905230.3706011251, 237840.20560067892 905243.3564006798)"
GISDATA.MBTA_ARC.80,SILVER,SL3,1,"LINESTRING (239198.86669965088 904254.9424996488, 239205.64000035822 904284.3642988428, 239207.01579988003 904292.3017994948, 239207.75670088083 904300.6625990868, 239207.01579988003 904308.4942999557, 239203.100000903 904332.412701495, 239198.76080007106 904344.5835002773, 239194.87139958888 904356.4104014188, 239183.0444984436 904382.9216991924, 239179.79019917548 904391.1767987907, 239172.0199991539 904417.553500127, 239166.58739873022 904431.7904010266, 239162.45990038663 904440.892098505, 239150.07739911228 904467.8796013482, 239141.71649973094 904491.6921999827, 239128.00169953704 904521.2641010247, 239110.07230002433 904563.47379997, 239101.10290061682 904580.5393997133, 239081.86770045757 904620.544498805, 239041.46130064875 904706.4998990372, 239029.1097010523 904729.2091000155, 239019.89770060778 904746.0552009046, 239002.67769854516 904773.9131990448, 238986.5645993799 904796.7732004263, 238979.10330067575 904806.5364007317, 238960.66449917108 904829.380600445, 238943.51940145344 904849.5814988613, 238923.72150024772 904870.9387010671, 238896.60159953684 904896.6034009606, 238879.27140053362 904911.5523999743, 238865.2485004887 904922.9295007735, 238845.37199945003 904937.2910998426, 238833.85070020705 904945.1534996778, 238823.6062989235 904952.4750999995)"
GISDATA.MBTA_ARC.104,GREEN,E - Health Street,7,"LINESTRING (233995.97560092062 899018.1489997916, 234007.39860048145 899024.0806985348, 234014.26809897274 899028.4849990085, 234030.7499006912 899038.0623994693, 234039.29669971764 899044.4997984879, 234051.12550004572 899053.6882008947, 234067.17099849135 899069.7336993404, 234079.12669869512 899082.947901193, 234464.5378008783 899512.4054010883, 234600.13949988037 899658.3898993172, 234615.24089910835 899677.8960013129, 234626.25299905986 899697.7176003568, 234636.32099980116 899721.6284986734, 234642.3938002661 899743.4541002288, 234672.73440103233 899850.940798603, 234674.38970021904 899859.1179002523, 234675.3337994367 899866.0396998785, 234676.27749947459 899874.2199013606, 234675.3337994367 899882.4000997283, 234656.4563994035 899956.3360005468, 234656.27930030227 899958.4695006721, 234656.66430038214 899962.934600316, 234657.89559895545 899968.939400889, 234659.89700059593 899973.8657989539, 234662.59169864655 899977.9460014328, 234665.13220018893 899980.4096994326, 234670.36690081656 899983.6430015303)"
GISDATA.MBTA_ARC.81,SILVER,SL3,1,"LINESTRING (238820.35679909587 904948.5274014138, 238858.62769979239 904923.2417015135, 238873.31829921156 904911.4200987853, 238893.6912010312 904893.9574988037, 238924.77980060875 904863.9272993803, 238948.74679844826 904837.5514993034, 238971.61120009422 904810.0845013261, 238984.02459991723 904793.9156986959, 238995.5560001284 904777.4082999527, 239004.6621009931 904763.9912990592, 239018.57480098307 904740.8958006874, 239034.5071991235 904711.4291006736, 239044.23940108716 904692.3446011283, 239078.37080015242 904619.0549004301, 239097.0238987729 904579.3673004918, 239102.44790136814 904570.1069002151, 239113.8249990493 904546.1621001847, 239137.37739869207 904490.4222002514, 239147.21050120145 904463.3202997893, 239162.56579996645 904431.0495000221, 239168.59829945862 904415.5979005657, 239172.09079950303 904403.1623996124, 239175.82140051574 904391.3354984708, 239187.48959885538 904361.4905001335, 239190.8232994154 904350.61609957, 239192.30499851704 904343.4194001257, 239193.04579972476 904334.7409984693, 239191.98749936372 904321.9352013804, 239190.7081003338 904312.9836993068, 239187.3742999807 904298.0611985773, 239178.75830042362 904263.091699671)"
GISDATA.MBTA_ARC.82,ORANGE,Forest Hills to Oak Grove,7,"LINESTRING (235512.83289974928 899769.8289990425, 235512.91619922966 899769.8230987564, 235547.4264985025 899766.3813998289, 235569.91969963908 899762.6688988544, 235600.4921985939 899757.8648008034, 235618.39950009435 899756.7732006088, 235637.11360058933 899756.5560999215, 235656.45740098506 899756.1065989584, 235676.92409930378 899758.0834015124, 235695.26810014248 899760.7038999982, 235715.79519845545 899764.8531003036, 235733.04700032622 899770.0939008035, 235744.83940099925 899774.4612995237, 235762.30930149555 899784.070000831, 235776.72210085392 899794.333500091, 235788.73309911042 899803.9423011914, 235800.0888004452 899813.9876987115, 235811.22580128163 899825.3433002532, 235825.63860064 899841.721700348, 235900.32350132614 899934.313300658, 235911.24250020832 899949.3814998493, 235919.32230011374 899960.9552000128, 235926.0919988975 899970.782099735, 235935.78010150045 899985.5629997738, 235941.84369914234 899995.9242997505, 235948.81100147218 900009.8999008089, 235962.16189854592 900040.1944001094, 235990.97769878805 900107.1992984749, 236000.00429856032 900130.4605007805, 236006.2532999888 900149.5551012941, 236010.76659987867 900164.8305995837, 236022.9177986011 900224.1980014034, 236038.54099915922 900312.0336009935, 236040.62380108237 900338.7662001401, 236041.6651989296 900368.9706015326, 236044.35070038587 900404.1465013996, 236046.25989910215 900415.05620078, 236051.1495014429 900430.268299032, 236055.89990125597 900441.8778998964, 236064.92640123516 900458.8890997246, 236093.0474986136 900500.203398671, 236121.86339865625 900537.0038987584, 236189.90970110148 900621.7152985781, 236215.25369909406 900650.8778000362, 236250.66570094973 900695.3162987567, 236274.62110091746 900726.2154996879, 236306.5612007305 900763.3631999642, 236349.95840139687 900815.7869006097, 236395.43830107898 900877.237101242, 236402.72919931263 900888.3469987959, 236408.63100055605 900900.150601279, 236413.83860102296 900911.6076990142, 236418.69950026274 900926.5360002369, 236421.4765996486 900944.9363001809, 236424.60130150616 900980.0010987297, 236430.60250016302 901064.9860012569, 236432.97659921646 901106.928999044, 236434.03339955956 901159.2471992858, 236435.61899925023 901232.4585995339, 236434.68409974873 901278.2017013654, 236433.14709947258 901308.9417005368, 236432.12260103226 901355.0509009399, 236426.48699886352 901435.9981005304, 236424.19479905814 901452.6258003004, 236420.63020135462 901467.4793998785, 236417.65910035372 901479.361898452, 236413.20320042223 901493.0272010826, 236408.74720069766 901502.8309986182, 236403.10290089995 901513.8226003684, 236397.79659846425 901522.0687996373, 236384.6617012322 901539.4466001242, 236372.69270043075 901556.9068986177, 236362.44659953564 901572.789100647, 236316.9128987044 901635.4240992181, 236196.56420080364 901796.6846009381, 235769.3497992158 902396.4389010109, 235766.5983997658 902399.8381003961, 235763.03280101717 902403.292501159, 235760.5342002511 902405.9155007154, 235735.3151998073 902429.2057990544)"
GISDATA.MBTA_ARC.83,ORANGE,Forest Hills to Oak Grove,7,"LINESTRING (231812.37830142677 894548.6211992316, 231891.1866993606 894694.8224987686)"
GISDATA.MBTA_ARC.84,ORANGE,Forest Hills to Oak Grove,6,"LINESTRING (231891.1866993606 894694.8224987686, 231898.82999951392 894709.0020995066, 231927.98429920524 894765.6247007214, 231936.79690124094 894781.062500611, 231951.7498015538 894808.8747995794, 231985.57770062238 894869.0625005849, 232005.42179997265 894908.8745991103, 232070.10069973022 895041.4287989698, 232113.3954000324 895133.8028994203, 232115.31609994918 895137.8292009495)"
GISDATA.MBTA_ARC.85,ORANGE,Forest Hills to Oak Grove,7,"LINESTRING (232115.31609994918 895137.8292009495, 232193.39029863477 895301.4996993132, 232199.03729908913 895313.6959984452)"
GISDATA.MBTA_ARC.86,ORANGE,Forest Hills to Oak Grove,6,"LINESTRING (232199.03729908913 895313.6959984452, 232199.84349932522 895315.4374006838, 232226.17310126126 895368.6270006001, 232240.89060126245 895397.5622006096, 232256.42670083046 895431.433600273, 232268.5212012753 895458.4271998741, 232276.23339946568 895477.3578989767, 232283.24480114877 895495.4120995812, 232299.02049859613 895533.6237011254, 232325.12060050666 895590.3637997955)"
GISDATA.MBTA_ARC.87,ORANGE,Forest Hills to Oak Grove,7,"LINESTRING (232325.12060050666 895590.3637997955, 232327.82819998264 895596.2499989532, 232370.07279857248 895668.5102988482)"
GISDATA.MBTA_ARC.88,ORANGE,Forest Hills to Oak Grove,6,"LINESTRING (232370.07279857248 895668.5102988482, 232370.18849974126 895668.7081986517, 232377.10249988735 895682.9321014509, 232391.1287991479 895710.589299541, 232404.36499921978 895737.456501361, 232431.8246000111 895803.2408008799, 232451.97490002215 895853.8140998743, 232477.2615011856 895926.9082989283, 232498.7946985215 895994.8660003692, 232499.39809972048 895996.8742004447)"
GISDATA.MBTA_ARC.89,ORANGE,Forest Hills to Oak Grove,7,"LINESTRING (232499.39809972048 895996.8742004447, 232530.01940079778 896098.7861987315)"
GISDATA.MBTA_ARC.90,ORANGE,Forest Hills to Oak Grove,6,"LINESTRING (232530.01940079778 896098.7861987315, 232530.60939848423 896100.7497006878, 232539.50889880955 896130.9883998483, 232569.23410132527 896253.0624987297, 232569.56849987805 896254.2167006135)"
GISDATA.MBTA_ARC.91,ORANGE,Forest Hills to Oak Grove,7,"LINESTRING (232569.56849987805 896254.2167006135, 232581.7653011009 896296.3122015297, 232602.90429864824 896354.015101336, 232622.7906012833 896401.43579996)"
GISDATA.MBTA_ARC.92,ORANGE,Forest Hills to Oak Grove,6,"LINESTRING (232622.7906012833 896401.43579996, 232623.4497995004 896403.0078994632, 232632.4087985605 896424.4125004448, 232653.28199932724 896470.0828996189, 232684.35940021276 896533.2499002814, 232708.30609943718 896578.3110010847, 232721.26489862055 896602.3812009618, 232735.65100010484 896625.7944011912, 232831.70170082897 896778.2623999007, 232873.59820109606 896845.9682008028, 232892.3537002951 896876.1167989336, 232927.23480089754 896936.9403995015, 232935.29830016196 896952.3648987934, 232942.9059989974 896969.2841015197)"
GISDATA.MBTA_ARC.93,ORANGE,Forest Hills to Oak Grove,7,"LINESTRING (232942.9059989974 896969.2841015197, 232959.05560074002 897005.2002007179, 232990.02650016546 897071.0136991814, 233015.41349978745 897132.9586009756, 233033.55719953775 897178.9222993851, 233059.09229891002 897257.4229997583)"
GISDATA.MBTA_ARC.94,ORANGE,Forest Hills to Oak Grove,6,"LINESTRING (233059.09229891002 897257.4229997583, 233059.76849944144 897259.5019003861, 233087.8937008232 897360.5409989804, 233124.60360091925 897496.7944990098, 233134.41970112175 897532.9028004259, 233146.58220145106 897570.9693989418, 233153.87619952857 897592.3239004873, 233161.5884008333 897614.2345011272, 233178.06510061026 897654.1986006983, 233188.87500029057 897681.1246993728, 233208.85270126164 897727.0843998082, 233248.3535003066 897811.4276989475, 233272.21990009397 897858.203501001, 233318.70330105722 897936.5897008441, 233360.53469856083 897992.4949990958, 233389.8073002845 898030.181200508, 233413.11969975382 898058.9275008403, 233518.89019998163 898178.1071993522, 233528.80140023679 898189.8850987814)"
GISDATA.MBTA_ARC.95,ORANGE,Forest Hills to Oak Grove,7,"LINESTRING (233528.80140023679 898189.8850987814, 233752.09529872984 898455.233299084)"
GISDATA.MBTA_ARC.96,ORANGE,Forest Hills to Oak Grove,6,"LINESTRING (233752.09529872984 898455.233299084, 233771.57349909097 898478.3799010664, 233806.9808012992 898521.3244011439, 233850.1716010049 898569.4369990602, 233885.85849956423 898605.635401506, 233914.0549004674 898633.959800005, 233943.49179966003 898660.5944986381, 233989.86569911987 898709.3804997541, 234067.2652004063 898790.7270010747, 234100.45309901983 898826.7498013191, 234136.74980115145 898868.2499998994, 234168.43750145286 898906.4999003075, 234189.3592985198 898933.4997993708, 234244.37470100075 899003.7497006208, 234278.98440080136 899041.8747999407, 234299.91769906878 899063.6823014542)"
GISDATA.MBTA_ARC.97,ORANGE,Forest Hills to Oak Grove,6,"LINESTRING (235136.01760142297 899767.0901985243, 235203.01539885253 899770.3745013215, 235271.70269969106 899771.1870010197, 235345.61610019952 899772.3196007386, 235428.17459941655 899773.0209991224, 235463.05560023338 899773.3711993471, 235512.83289974928 899769.8289990425)"
GISDATA.MBTA_ARC.98,GREEN,D - Riverside,1,"LINESTRING (231830.9846000299 898312.5622994788, 231847.3433002755 898337.4369999841, 231856.84909892082 898353.2014987394, 231867.68709981441 898372.4997995496, 231879.65000074357 898396.6703012176, 231889.8198999688 898418.1590000242, 231905.56690055877 898454.9021001607, 231917.54159894586 898483.7723003179, 231926.89170107245 898507.7211014442, 231931.48439913988 898520.6798008345, 231963.30720108002 898603.3529003747, 231988.24009989202 898667.654000774, 231994.96569932252 898685.8616993241, 232001.03500077873 898703.0853999853, 232008.41649901122 898725.8862986863, 232015.63359998167 898749.5069009252, 232020.39469952136 898769.3541001119, 232023.6714991033 898787.5628995076, 232029.41259855777 898816.104800988, 232036.46590102464 898852.1920989975, 232043.19150045514 898882.3740000837, 232047.2921013385 898900.9099006355, 232052.47249872983 898919.301000867, 232057.46249953657 898934.372699067, 232064.35200037807 898953.4006999172, 232070.9131994322 898969.1482992694, 232077.96659857035 898985.3874001577, 232084.5278007388 898999.3302003518, 232094.28909873217 899019.6361002102, 232102.7355990857 899034.2694992647, 232110.11710043252 899047.063901186, 232119.79489935935 899062.1550996527, 232132.33689866215 899079.6106985025, 232140.73420082778 899090.6249003559, 232161.78760053217 899116.6144997142, 232177.097898677 899134.2661989629, 232186.73429890722 899144.7498987429, 232205.29690045118 899163.374999065, 232227.40599965304 899183.749999661, 232274.29649870098 899223.2498007677, 232320.0801010877 899262.440301381, 232369.25000143796 899305.1246991418, 232402.85920000076 899334.0000012405, 232449.7343994677 899375.2497993037, 232471.4835997671 899394.6514986195, 232506.75070150942 899424.3413992003, 232538.62470062077 899451.1245998703, 232561.07799996436 899468.1874989495, 232724.09520039707 899591.8201004714, 232728.03669930995 899595.2565009892)"
GISDATA.MBTA_ARC.99,GREEN,D - Riverside,7,"LINESTRING (231700.04499921948 898167.9515986629, 231711.2470996976 898176.9133014977, 231722.66979987174 898186.8711988591, 231733.49600019306 898196.3850994892, 231745.59360046685 898207.8124993145, 231754.00009922683 898215.9051008448, 231761.12970003486 898222.722401116, 231770.73120062053 898232.6368010007, 231780.5733999312 898243.9549987018, 231789.1032995507 898254.7812988125, 231799.99970145524 898268.9995009117, 231830.98440044373 898312.5620000996, 231830.9846000299 898312.5622994788)"
GISDATA.MBTA_ARC.100,GREEN,D - Riverside,7,"LINESTRING (232728.03669930995 899595.2565009892, 232735.14930092543 899601.4574986361, 232745.07290051877 899615.0204006955, 232751.2015011236 899625.1913009733, 232760.78609918803 899645.1229004823, 232768.3944996968 899665.6326004304, 232777.5996985957 899683.6642009318, 232790.88610102236 899706.0242994167, 232802.55200099945 899723.1987987757, 232817.43130051345 899737.1211007684, 232826.90679936856 899743.8185989857, 232832.11439982802 899746.7625998221, 232842.76759881526 899752.3659000956)"
GISDATA.MBTA_ARC.101,GREEN,C - Cleveland Circle,7,"LINESTRING (232504.04929858446 899629.7205990031, 232825.12659929693 899746.3607003465, 232842.76759881526 899752.3659000956)"
GISDATA.MBTA_ARC.102,GREEN,B - Boston College,7,"LINESTRING (233089.81250154227 899912.6874014251, 233191.15490055084 899903.1315002181, 233218.40660036355 899902.3378989063, 233273.44049894065 899908.1587988324)"
GISDATA.MBTA_ARC.103,GREEN,E - Health Street,3,"LINESTRING (232120.83940016478 897609.0867985748, 232127.1405998096 897612.9995008372, 232128.8301998824 897615.1667997614, 232130.91500079632 897618.9888989106, 232132.13099978864 897624.7213007435, 232131.60980033875 897630.8018008992, 232128.65659978986 897637.2294014469, 232124.25649999827 897643.517300494, 232095.30239848047 897672.1467988081, 232090.84080096334 897676.7210007794, 232086.44270016253 897682.0488991477, 232082.44759967923 897687.6077008881, 232078.533799693 897694.426501181, 232075.4986998886 897700.6364989504, 232058.82179882377 897744.9348003231, 232039.36530041695 897803.8255012259, 231997.49909994006 897938.4574010707, 231980.64809981734 897992.8312999606, 231979.25860052556 897999.2590003014, 231978.73740107566 898005.1654013954, 231979.08450146765 898008.4663010947, 231980.12690036744 898012.2878014855, 231980.99579896778 898015.0674986169, 231982.55890146643 898017.8471988663, 231985.68620107323 898022.0164015219, 231989.50780125707 898025.6643984951, 232016.96839997917 898049.4369986579, 232043.1869006008 898074.1317996122, 232060.3850011155 898088.376699578, 232075.84580028057 898099.6682992056, 232087.31159876287 898107.8332011029, 232101.90410120785 898117.5617013499, 232118.0596999079 898129.0269010663, 232141.16420152783 898140.8397999369, 232156.10390103608 898146.0514014922, 232173.12840145826 898149.6993984617, 232194.68719893694 898152.8123995364, 232215.51590117812 898154.9110998102, 232231.32439949363 898156.1270988025, 232242.09479967505 898156.6483013704, 232320.44209877402 898157.3431009091, 232381.99979879707 898157.7496002428, 232397.26560153067 898158.6245987192, 232410.428599976 898160.6439008154, 232418.7670988515 898163.4230989814, 232427.62670049816 898166.5503985882, 232435.96509957314 898170.7196012475, 232443.60879889876 898174.1940012425, 232454.078200154 898180.3124010861, 232460.39059849828 898184.625000719, 232500.0937007293 898214.4372013137, 232508.92670118064 898220.9243005961, 232522.65080086887 898230.4786986634, 232532.72650130093 898237.2540014796, 232544.36580007523 898244.3763984479, 232556.69939942658 898251.8459987193, 232569.72869957983 898258.9683988057, 232579.456700854 898264.1801001541, 232588.668701306 898268.3676991165)"
GISDATA.MBTA_ARC.105,GREEN,C D,7,"LINESTRING (232842.76759881526 899752.3659000956, 233178.93910115212 899885.8734986708, 233195.465900369 899890.0861988068, 233209.88639941812 899892.6784994006, 233223.74110069126 899895.6450005472, 233239.66020135581 899898.7062992491, 233273.44049894065 899908.1587988324)"
GISDATA.MBTA_ARC.106,GREEN,B C D E,7,"LINESTRING (234670.36690081656 899983.6430015303, 234771.59090111405 900020.5648005791, 235346.12959995866 900230.130498495, 235386.4971988201 900245.150101386, 235498.54129955918 900284.582198862, 235568.89469910413 900305.6014005952, 235588.8713990301 900311.5077985711, 235607.97969931364 900315.329398755, 235641.68009975553 900319.325001318, 235666.99799863994 900320.9956998862, 235675.9011008814 900321.5830000341, 235695.87790059298 900321.5830000341, 235753.37650134414 900320.7146004029, 235785.33960042894 900318.80379875, 235823.903999947 900315.850601323, 235836.9322990477 900316.1983004734, 235841.92229985446 900316.9190993309, 235845.61790142953 900318.1089992113, 235850.23459982127 900320.0362012945, 235852.4033987671 900321.2106986754, 235854.1651994139 900322.2050002404, 235855.70119863003 900323.4697015621, 235857.23720096797 900325.1414011829, 235858.45730084926 900326.8130010106, 235859.68869921565 900328.7054001205, 235861.0776995346 900331.5566990674, 235862.12070031464 900334.9590014033, 235865.07339877635 900345.208199013, 235871.67459941655 900371.9596996605, 235875.32259950787 900386.0304007754, 235877.58100051433 900391.9363995828, 235882.61859968305 900400.2747986577, 235898.77369942516 900424.4207012355, 235904.5061012581 900439.7075011358, 235909.19650024176 900451.5199010372, 235915.62359870225 900467.1538013257, 235931.60520125926 900513.3613014147, 235941.85439886898 900541.502301354, 235948.1080001518 900560.2635012493, 235964.43669998646 900602.6488990709, 235967.73700091988 900611.6822006032, 235976.59669924527 900626.9689007066, 235983.37149997056 900636.3492995091, 236015.68169944733 900679.4299989566, 236036.17969860882 900702.8810988776, 236050.42399981618 900717.9937997162, 236069.87999925762 900737.6233992465, 236081.17119970918 900749.6092994474, 236090.20440144837 900758.8161012754, 236106.35950118303 900777.0560986027, 236121.12509851903 900796.8592015505, 236137.9750009179 900818.7467000037, 236155.69379879534 900842.5454990715, 236174.97569917142 900869.1233996302, 236197.4708992988 900901.4577990249, 236216.34839912504 900930.0883015096, 236227.98920104653 900948.9657015465, 236243.72039996088 900973.1915012673, 236259.1367006004 900997.732199274, 236273.92380030453 901026.6771010794, 236283.87909991294 901054.4920009188, 236291.8324989155 901071.1638000421)"
GISDATA.MBTA_ARC.107,RED,A - Ashmont B - Braintree  C - Alewife,7,"LINESTRING (234435.34110144526 901361.3145002797, 234329.67040092498 901373.3691987172, 234249.80910082906 901383.2850986198, 234167.20870082825 901396.6396007352, 234087.9172993973 901406.5509007797, 234034.05080039054 901412.5843015388, 233912.04680018872 901427.8127004318, 233628.97379880399 901446.6277014799, 233377.7404987663 901473.7764986344, 233218.03640090674 901489.6489988677, 233099.35789948702 901500.4942004867, 232987.4254988283 901511.395701211, 232960.5368008688 901513.5476007573, 232938.4377995208 901515.3892985508, 232921.3108985275 901518.1515006423, 232910.2615007609 901521.8348993436, 232898.8434004411 901527.3593004048, 232889.08310038596 901534.5417013131, 232872.32430006564 901546.3278991915, 232793.82649993896 901606.5037996173, 232715.827901043 901669.8509992138, 232596.45919994265 901765.5181998797, 232386.16439848393 901938.3217994757, 232351.2587985769 901967.1945007108, 232292.22109878063 902012.0114006624, 232246.54199886322 902043.4697007313, 232210.34359953552 902065.8778996654, 232132.90159870684 902108.3037013672, 232009.19419886172 902170.9623010904, 231895.762600936 902225.3228993826, 231879.3873006776 902236.0963993929, 231867.75209967047 902244.7149000205, 231859.5648003742 902254.6266990378, 231838.01780035347 902279.1899004728, 231691.93189948797 902441.6509986855, 231672.10880042613 902463.6287010759, 231660.90470095724 902476.1260989308, 231645.3910985738 902495.5180995725, 231631.60140027106 902508.4460999966, 231615.65669946373 902518.3574000448, 231598.41909944266 902526.9759006724, 231471.7252990082 902576.533398848, 231426.04619909823 902594.632600069, 231417.8588000089 902600.2344003171, 231406.22359900177 902611.4389987513, 231399.32850036025 902621.3502987996, 231395.0190005675 902629.5381999724, 231391.1405991912 902639.0183984786, 231388.1244008988 902649.3607002757, 231387.27389860153 902661.0087995902, 231386.89050145447 902670.5953997634, 231387.27389860153 902684.015999455, 231388.8078988269 902705.4898009673, 231390.17139879614 902729.8241011389, 231391.08009940386 902778.7283013798, 231387.80799946934 902831.9952006899, 231384.20600105077 902877.6610000096, 231381.90559946746 902894.9169994481, 231374.6198998466 902917.9241993129, 231362.34930136055 902933.2621994987, 231340.87599880993 902952.8185007274, 231319.01870036125 902973.1418987438, 231313.2669011727 902981.5775995702, 231307.51250112057 902993.1672012024, 231297.9289009869 903031.8104001358, 231286.04179944098 903072.8401005864, 231281.056501396 903096.6143005677, 231279.90650019795 903112.7197000384, 231279.90650019795 903129.2082003951, 231283.74089888483 903178.6740008481, 231303.29720011353 903443.2582010776, 231327.8747998774 903767.5626011007, 231353.0621002987 904103.5625990108, 231404.33530077338 904965.600601051, 231403.64719986916 904998.0245993845, 231401.3477993384 905021.6768985279, 231398.06280110776 905040.0731006972, 231392.4779002592 905058.7973988429, 231384.922299847 905075.8798013069, 231376.3817004934 905090.3340991549, 231364.88369990885 905101.8315009773, 231352.07239858806 905112.343398653, 231339.91750127077 905121.213300854, 231327.76309980452 905127.7833004408, 231305.75330133736 905135.9958007038, 231284.40089857578 905142.8944014683, 231258.44909910858 905151.4355995841, 231185.85010018945 905175.7449014895, 231155.02819865197 905185.9209005907, 231127.7190988809 905196.9621994905, 231102.00439934433 905206.7423989885, 231013.025500305 905235.7486987226, 230936.58649865538 905256.7923997529, 230884.19500011206 905267.4646000378, 230854.4416994974 905272.6388008744, 230824.3647998497 905275.2264984921, 230740.60310015827 905284.9284006618, 230633.23259880394 905295.2774010934, 230535.88759864122 905303.6859986372, 230378.06610141695 905313.387900807, 230241.9125008881 905323.090298824, 230142.62700116634 905331.4988994859, 230087.6485004425 905334.0860014632, 230029.43510091305 905334.4096004926, 229987.06910045445 905332.79220099, 229961.5203013122 905329.5583999231, 229931.12029848993 905324.0605002679, 229912.6862995401 905317.2688999288, 229899.01839915663 905312.5307996646, 229882.72759901732 905304.2318002954, 229869.20259976387 905295.6251002438, 229854.44879989326 905283.3298995495, 229840.61669871956 905270.7275002562, 229831.08780100197 905259.3545003459, 229820.9445996508 905247.3665013649, 229811.1086000055 905236.301199019, 229802.8089987561 905225.5429985933, 229795.43210038543 905215.092099674, 229787.13310101628 905203.1045996621, 229778.83359955996 905191.4238990694, 229772.07160045952 905181.8955003172, 229764.0797996819 905174.2109012604, 229753.93609936535 905166.2191004865, 229743.79290112853 905158.5345014259, 229730.57559943944 905151.1575999297, 229714.8990998119 905142.8586005606, 229696.14920152724 905137.6330996491, 229676.8903004229 905135.0090990365, 229468.58209998906 905129.626501374)"
GISDATA.MBTA_ARC.108,GREEN,C E,7,"LINESTRING (236291.8324989155 901071.1638000421, 236294.2480995804 901076.2268995643, 236307.0098004341 901101.1515997164, 236324.95530100167 901135.448400218, 236332.13409999013 901149.2069005892, 236338.1158014983 901160.9715992138, 236344.29719908535 901172.7364007495, 236349.082801044 901181.908798784, 236369.53309892863 901213.5940011293, 236397.50059856474 901256.1535011306, 236405.20109909028 901267.6412011571, 236408.54810025543 901272.9966986552, 236411.0922005996 901277.6825009063, 236412.96659946442 901283.0381013155, 236414.4390988499 901288.2594015487, 236416.44770121574 901296.0248988047, 236417.78659898043 901305.397098951, 236418.2899011001 901314.4651005417, 236418.2899011001 901409.7581006512, 236418.2899011001 901426.1522992998, 236417.26539953053 901438.4479989633, 236396.26010028273 901505.5630007088, 236393.35190034658 901513.9423993081, 236389.08740116656 901522.9817009196, 236381.1878001988 901536.107401561, 236370.91609916836 901550.7039986551, 236353.8868990913 901572.598601155, 236339.56069863588 901590.439299874, 236332.53240066767 901599.9000012316, 236323.07169930637 901611.5228995755, 236295.65460117906 901644.3134985678, 236191.33919885755 901780.2008002326, 236157.21899849176 901829.5432996154, 236149.87030111998 901839.5169986486, 236140.9466008842 901852.6401015408, 236135.69759860635 901860.5136002786, 236131.29080017656 901866.0868003443, 236123.3953001052 901872.1401005425, 236114.97339884192 901876.6140007228, 236105.76200027764 901880.2988994457, 236095.27830049396 901882.0355989188, 236083.2052993104 901882.0355989188, 236073.23160027713 901881.5108006671, 236061.15859909356 901878.8856992088, 236050.6600986868 901874.6862996705, 236034.9124993384 901864.7130996063, 236025.35090054572 901858.4758987613, 235947.85199872404 901807.9231010862, 235934.69259907305 901798.4485003687, 235923.11269924045 901792.658801496, 235913.37489949167 901789.2370986864, 235903.3740005046 901786.3422991447, 235889.2121006325 901783.3900996484, 235873.1362992823 901783.3900996484, 235859.17509966344 901784.8708008118, 235842.045700714 901789.2269010395, 235839.8907013312 901789.9768988416)"
